Year,Month,Fieldwork,Date,Polling,Publisher,Con,,Lab,,LD,,SDP,,Green,,Con lead,,
,Mar,6-10,15,MORI,ST,41.0,0.0,32.0,-3.0,25.0,2.0,,,,,9.0,3.0,
,Mar,12-17,22,Gallup,STel,38.5,2.5,30.0,-4.5,30.5,3.0,,,,,8.5,6.5,
,Mar,18-19,22,Harris,OB,39.0,3.0,33.0,0.0,26.0,-3.0,,,,,6.0,3.0,
,Mar,19-20,22,MORI,ST,39.0,-2.0,33.0,1.0,26.0,1.0,,,,,6.0,3.0,
,Mar,19-23,27,Gallup,DT,37.5,-1.0,29.5,-0.5,31.5,1.0,,,,,8.0,-2.0,
,Mar,20-24,26,Marplan,Today,36.0,-2.0,31.0,-1.0,31.0,4.0,,,,,5.0,-1.0,
,Mar,26-2,5,MORI,ST,41.0,2.0,29.0,-4.0,29.0,3.0,,,,,12.0,2.0,
,Mar,,3,G9000,,36.7,-1.0,29.6,-4.1,31.8,5.7,,,,,7.1,0.9,
,Apr,2,6,Marplan,DE,39.0,3.0,29.0,-2.0,30.0,-1.0,,,,,10.0,4.0,
,Apr,3-5,7,Harris,TV-AM,43.0,4.0,30.0,-3.0,26.0,0.0,,,,,13.0,7.0,
,Apr,3-7,9,Marplan,GU,38.0,-1.0,32.0,3.0,27.0,-3.0,,,,,6.0,-3.0,
,Apr,8-10,15,Marplan,PA,40.0,2.0,30.0,-2.0,27.0,0.0,,,,,10.0,4.0,
,Apr,8-13,16,Gallup,DT,40.5,3.0,28.0,-1.5,29.0,-2.5,,,,,12.5,5.5,
,Apr,9-15,22,NOP,ES,44.0,5.0,29.0,-5.0,25.0,0.0,,,,,15.0,10.0,
,Apr,10-12,14,MORI,ES,42.0,1.0,29.0,0.0,26.0,-3.0,,,,,13.0,2.0,
,Apr,21-23,26,Harris,OB,42.0,-1.0,31.0,1.0,25.0,-1.0,,,,,11.0,-2.0,
,Apr,24-27,30,Harris,Capital Radio,42.0,0.0,31.0,0.0,25.0,0.0,,,,,11.0,0.0,
,Apr,24-30,3,MORI,ST,44.0,2.0,31.0,2.0,23.0,-3.0,,,,,13.0,0.0,
,Apr,24-27,30,Marplan,Today,39.0,-1.0,33.0,3.0,24.0,-3.0,,,,,6.0,-4.0,
,Apr,29-4,7,NOP,Ind,39.0,-5.0,34.0,5.0,25.0,0.0,,,,,5.0,-10.0,
,Apr,,1,G9000,,38.0,1.3,29.6,0.0,30.1,-1.7,,,,,8.4,3.0,
,May,1-3,5,Harris,TV-AM,44.0,2.0,30.0,-1.0,25.0,0.0,,,,,14.0,3.0,
,May,6-7,10,Harris,LWT,44.0,0.0,33.0,3.0,21.0,-4.0,,,,,11.0,-3.0,
,May,6-11,15,NOP,ES,46.0,7.0,28.0,-6.0,25.0,0.0,,,,,18.0,13.0,
,May,7-11,13,Gallup,DT,39.0,-1.5,28.0,0.0,30.0,1.0,,,,,11.0,-2.5,
,May,8-12,13,Marplan,GU,43.0,4.0,29.0,-4.0,25.0,1.0,,,,,14.0,8.0,
,May,8-12,16,MORI,,44.0,0.0,31.0,0.0,23.0,0.0,,,,,13.0,0.0,
,May,11-14,16,MORI,ST,44.0,,30.0,,25.0,,,,,,14.0,,Panel
,May,13,14,Marplan,DE,41.0,-2.0,30.0,1.0,26.0,1.0,,,,,11.0,-3.0,
,May,13-15,16,Harris,OB,42.0,-2.0,33.0,0.0,23.0,2.0,,,,,9.0,-2.0,
,May,,18,Marplan,Today,41.0,0.0,33.0,3.0,24.0,-2.0,,,,,8.0,-3.0,
,May,16-17,18,Harris,TV-AM,42.0,0.0,32.0,-1.0,24.0,1.0,,,,,10.0,1.0,
,May,19-20,,Gallup,,42.0,3.0,33.0,5.0,23.0,-7.0,,,,,9.0,0.0,
,May,,20,NOP,,41.0,-5.0,33.0,5.0,23.0,-2.0,,,,,8.0,-10.0,
,May,,21,Marplan,GU,41.0,0.0,33.0,0.0,21.0,-3.0,,,,,8.0,0.0,
,May,18-21,22,Harris,TV-AM,43.0,1.0,36.0,4.0,20.0,-4.0,,,,,7.0,-3.0,
,May,20-21,23,MORI,ST,44.0,0.0,31.0,1.0,24.0,-1.0,,,,,13.0,-1.0,Panel
,May,20-21,23,Harris,OB,41.0,-2.0,34.0,-2.0,22.0,2.0,,,,,7.0,0.0,
,May,20-22,23,Gallup,STel,42.0,,33.0,,23.0,,,,,,9.0,,Panel
,May,,24,MORI,,44.0,0.0,31.0,0.0,24.0,1.0,,,,,13.0,0.0,
,May,,26,Marplan,Today,42.0,1.0,35.0,2.0,20.0,-1.0,,,,,7.0,-1.0,
,May,22-25,26,Harris,TV-AM,42.0,1.0,37.0,3.0,21.0,-1.0,,,,,5.0,-2.0,
,May,26-27,,Gallup,DT,44.5,2.5,36.0,3.0,18.0,-5.0,,,,,8.5,-0.5,
,May,,28,Marplan,GU,44.0,2.0,32.0,-3.0,21.0,1.0,,,,,12.0,5.0,
,May,26-29,30,Harris,TV-AM,45.0,3.0,32.0,-5.0,22.0,1.0,,,,,13.0,8.0,
,May,27-28,30,Harris,OB,41.0,-4.0,37.0,5.0,21.0,-1.0,,,,,4.0,-9.0,
,May,27-28,30,MORI,ST,44.0,0.0,32.0,1.0,23.0,-1.0,,,,,12.0,-1.0,Panel
,May,27-29,30,Gallup,STel,41.5,-3.0,34.0,-2.0,22.5,4.5,,,,,7.5,-1.0,
,May,,31,Harris,,42.0,1.0,35.0,-2.0,21.0,0.0,,,,,7.0,3.0,
,Jun,,1,Marplan,Today,44.0,0.0,33.0,1.0,21.0,0.0,,,,,11.0,-1.0,
,Jun,30-2,3,Harris,TV-AM,42.0,0.0,36.0,1.0,20.0,-1.0,,,,,6.0,-1.0,
,Jun,2-3,,Gallup,DT,40.5,-1.5,36.5,2.5,21.5,-1.0,,,,,4.0,-3.5,
,Jun,,4,Marplan,GU,44.0,0.0,34.0,1.0,20.0,-1.0,,,,,10.0,-1.0,
,Jun,,5,Marplan,Today,43.0,-1.0,35.0,1.0,21.0,1.0,,,,,8.0,-2.0,
,Jun,3-4,6,Harris,OB,44.0,2.0,33.0,-3.0,21.0,1.0,,,,,11.0,5.0,
,Jun,3-4,6,MORI,ST,43.0,-1.0,32.0,0.0,24.0,1.0,,,,,11.0,-1.0,Panel
,Jun,3-5,6,Gallup,STel,41.5,-0.5,34.5,1.5,22.5,-0.5,,,,,7.0,-2.0,Panel
,Jun,3-6,8,Harris,TV-AM,43.0,-1.0,33.0,0.0,22.0,1.0,,,,,10.0,-1.0,
,Jun,,8,Marplan,GU,45.0,2.0,32.0,-3.0,21.0,0.0,,,,,13.0,5.0,
,Jun,,9,Marplan,Today,43.0,-2.0,35.0,3.0,21.0,0.0,,,,,8.0,-5.0,
,Jun,,9,ASL,Sun,43.0,,34.0,,21.0,,,,,,9.0,,Phone
,Jun,8-9,10,Gallup,DT,41.0,0.5,34.0,-2.5,23.5,2.0,,,,,7.0,3.0,
,Jun,8-9,10,Harris,TV-AM,42.0,-1.0,35.0,2.0,21.0,-1.0,,,,,7.0,-3.0,
,Jun,,10,Marplan,GU,42.0,-1.0,35.0,0.0,21.0,0.0,,,,,7.0,-1.0,
,Jun,9-10,11,MORI,TT,44.0,0.0,32.0,1.0,22.0,-2.0,,,,,12.0,-1.0,
,Jun,10,,NOP,Ind,42.0,1.0,35.0,2.0,21.0,-2.0,,,,,7.0,-1.0,
,,,,,,,,,,,,,,,,,,
,,Exit polls,,,ITN,41.8,,32.0,,23.4,,,,,,9.8,,
,,,,,BBC,40.4,,35.4,,22.5,,,,,,5.0,,
,,,,,,,,,,,,,,,,,,
,,,,Result,,43.3,,31.5,,23.1,,,,,,11.8,,
