Year,Month,Fieldwork,Date,Polling,Publisher,Con,,Lab,,LD,,SDP,,Green,,Con lead,,
,Jan,8-13,17,Gallup,DT,42.0,0.0,37.5,-4.0,16.0,3.0,,,,,4.5,4.0,
,Jan,10-11,15,ICM,GU,42.0,3.0,41.0,-1.0,12.0,-2.0,,,,,1.0,4.0,
,Jan,11-13,17,NOP,Ind,40.0,0.0,43.0,-2.0,13.0,1.0,,,,,-3.0,2.0,
,Jan,14-21,25,Gallup,DT,40.0,-2.0,38.0,0.5,16.5,0.5,,,,,2.0,-2.5,
,Jan,15-16,19,Harris,OB,42.0,3.0,43.0,-1.0,13.0,0.0,,,,,-1.0,4.0,
,Jan,17,19,ICM,SE,41.0,-1.0,42.0,1.0,14.0,2.0,,,,,-1.0,-2.0,
,Jan,17-21,26,MORI,ST,42.0,4.0,39.0,-5.0,16.0,2.0,,,,,3.0,9.0,
,Jan,21-23,25,Harris,DE,41.0,-1.0,40.0,-3.0,14.0,1.0,,,,,1.0,2.0,
,Jan,21-28,1,Gallup,DT,38.0,-2.0,39.5,1.5,17.5,1.0,,,,,-1.5,-3.5,
,Jan,24-25,29,ICM,DM,41.0,0.0,40.0,-2.0,13.0,-1.0,,,,,1.0,2.0,
,Jan,24-26,,ASL,,40.0,1.0,40.0,0.0,15.0,-1.0,,,,,0.0,1.0,Phone
,Jan,29-3,7,Gallup,DT,42.5,4.5,37.5,-2.0,14.0,-3.5,,,,,5.0,6.5,
,Jan,3-28,,G9000,,39.0,-1.6,39.2,0.4,16.8,1.8,,,,,-0.2,-2.0,
,Feb,5-6,7,Harris,DE,39.0,-2.0,40.0,0.0,17.0,3.0,,,,,-1.0,-2.0,
,Feb,5-11,15,Gallup,DT,40.0,-2.5,37.5,0.0,17.5,3.5,,,,,2.5,-2.5,
,Feb,7,9,NOP,IoS,38.0,-2.0,42.0,-1.0,15.0,2.0,,,,,-4.0,-1.0,
,Feb,7-8,12,ICM,GU,40.0,-1.0,40.0,0.0,16.0,3.0,,,,,0.0,-1.0,
,Feb,12-13,16,Harris,OB,39.0,0.0,40.0,0.0,15.0,-2.0,,,,,-1.0,0.0,
,Feb,12-18,22,Gallup,DT,39.0,-1.0,37.0,-0.5,19.0,1.5,,,,,2.0,-0.5,
,Feb,14,17,ICM,SE,40.0,0.0,39.0,-1.0,16.0,0.0,,,,,1.0,1.0,
,Feb,15-17,21,NOP,Ind,38.0,0.0,42.0,0.0,15.0,0.0,,,,,-4.0,0.0,
,Feb,19-25,29,Gallup,DT,37.0,-2.0,37.5,0.5,20.0,1.0,,,,,-0.5,-2.5,
,Feb,21-22,26,ICM,DM,38.0,-2.0,41.0,2.0,17.0,1.0,,,,,-3.0,-4.0,
,Feb,21-23,,ASL,,36.0,-4.0,38.0,-2.0,18.0,3.0,,,,,-2.0,-2.0,Phone
,Feb,21-25,1,MORI,ST,39.0,-3.0,40.0,1.0,18.0,2.0,,,,,-1.0,-4.0,
,Feb,26-2,6,Gallup,DT,38.5,1.5,38.5,1.0,18.5,-1.5,,,,,0.0,0.5,
,Feb,,,G9000,,38.9,-0.1,37.6,-1.6,18.3,1.5,,,,,1.3,1.5,
,Mar,4-10,14,Gallup,DT,37.0,-1.5,38.0,-0.5,20.0,1.5,,,,,-1.0,-1.0,
,Mar,5-6,8,Harris,OB,39.0,0.0,40.0,0.0,14.0,-1.0,,,,,-1.0,0.0,
,Mar,6-7,8,NOP,MoS,38.0,0.0,41.0,0.0,16.0,-1.0,,,,,-3.0,0.0,
,Mar,6-7,11,ICM,GU,39.0,1.0,42.0,1.0,15.0,-2.0,,,,,-3.0,0.0,
,Mar,10/12,15,Gallup,SDT,41.0,,38.5,,15.0,,,,,,2.5,,Phone
,Mar,11,15,NOP,MoS,41.0,3.0,40.0,-1.0,15.0,-1.0,,,,,1.0,4.0,
,Mar,11-12,13,MORI,TT,38.0,-1.0,41.0,1.0,16.0,-2.0,,,,,-3.0,-2.0,
,Mar,11-12,15,Harris,OB,40.0,1.0,43.0,3.0,12.0,-2.0,,,,,-3.0,-2.0,
,Mar,11-13,14,Harris,DE,39.0,-1.0,40.0,-3.0,16.0,4.0,,,,,-1.0,2.0,
,Mar,11-13,15,Harris,LWT,37.0,-2.0,41.0,1.0,17.0,1.0,,,,,-4.0,-3.0,
,Mar,12-13,15,MORI,ST,40.0,2.0,39.0,-2.0,16.0,0.0,,,,,1.0,4.0,(Might have been phone?)
,Mar,12-13,15,NOP,IoS,40.0,,41.0,,14.0,,,,,,-1.0,-2.0,Phone
,Mar,12-13,15,NOP,IoS,40.0,-1.0,41.0,1.0,14.0,-1.0,,,,,-1.0,-2.0,
,Mar,13,15,ICM,SE,39.0,0.0,40.0,-2.0,16.0,1.0,,,,,-1.0,2.0,
,Mar,15-16,17,Harris,DE,41.0,4.0,38.0,-3.0,17.0,0.0,,,,,3.0,7.0,
,Mar,16,18,MORI,TT,38.0,-2.0,43.0,4.0,16.0,0.0,,,,,-5.0,-6.0,
,Mar,17,18,ICM,GU,38.0,-1.0,43.0,3.0,16.0,0.0,,,,,-5.0,-4.0,
,Mar,17-18,19,Gallup,DT,40.5,3.5,38.5,0.5,18.0,-2.0,,,,,2.0,3.0,
,Mar,17-18,19,NOP,Ind,38.0,-2.0,42.0,1.0,17.0,3.0,,,,,-4.0,-3.0,
,Mar,18-20,22,MORI,ST,38.0,-2.0,41.0,2.0,19.0,1.0,,,,,-3.0,-4.0,Phone
,Mar,19-20,22,Harris,OB,40.0,-1.0,39.0,1.0,17.0,0.0,,,,,1.0,-2.0,
,Mar,19-21,22,NOP,IoS,38.0,-2.0,40.0,-1.0,16.0,2.0,,,,,-2.0,-1.0,Phone
,Mar,19-21,22,NOP,IoS,38.0,0.0,40.0,-2.0,16.0,-1.0,,,,,-2.0,2.0,
,Mar,20,22,ICM,SE,37.0,-1.0,42.0,-1.0,16.0,0.0,,,,,-5.0,0.0,
,Mar,20-21,22,NOP,MoS,39.0,1.0,41.0,1.0,15.0,-1.0,,,,,-2.0,0.0,
,Mar,20-24,,MORI,,38.0,0.0,41.0,0.0,17.0,-2.0,,,,,-3.0,0.0,
,Mar,21-23,24,Harris,DE,43.0,3.0,38.0,-1.0,15.0,-2.0,,,,,5.0,4.0,
,Mar,,,ASL,,,,,,,,,,,,2.0,,Phone
,Mar,,,NEILSEN,,,,,,,,,,,,2.5,,Phone
,Mar,22-23,25,Harris,ITN,38.0,-5.0,42.0,4.0,16.0,1.0,,,,,-4.0,-9.0,
,Mar,23,25,MORI,TT,38.0,0.0,41.0,0.0,17.0,0.0,,,,,-3.0,0.0,
,Mar,24,25,ICM,GU,39.0,2.0,40.0,-2.0,17.0,1.0,,,,,-1.0,4.0,
,Mar,24,26,NMR,EUR,38.0,,39.0,,19.0,,,,,,-1.0,,
,Mar,24-25,26,NOP,Ind,39.0,0.0,42.0,1.0,14.0,-1.0,,,,,-3.0,-1.0,
,Mar,24-25,26,Gallup,DT,40.0,-0.5,40.5,2.0,16.5,-1.5,,,,,-0.5,-2.5,
,Mar,25-27,29,MORI,ST,38.0,0.0,40.0,-1.0,20.0,1.0,,,,,-1.0,1.0,Phone
,Mar,26-27,29,Harris,OB,40.0,2.0,38.0,-4.0,17.0,1.0,,,,,2.0,6.0,
,Mar,26-28,29,NOP,IoS,39.0,1.0,40.0,0.0,16.0,0.0,,,,,-1.0,1.0,Phone
,Mar,26-28,29,NOP,IoS,39.0,0.0,40.0,-2.0,16.0,2.0,,,,,-1.0,2.0,
,Mar,27,29,ICM,SE,36.0,-3.0,38.0,-2.0,20.0,3.0,,,,,-2.0,-1.0,
,Mar,27-28,29,NOP,MoS,37.0,-2.0,41.0,1.0,18.0,2.0,,,,,-4.0,-3.0,
,Mar,27-29,,ASL,,37.0,1.0,39.0,1.0,19.0,1.0,,,,,-2.0,-4.0,Phone
,Mar,28-30,31,Harris,DE,40.0,0.0,39.0,1.0,17.0,0.0,,,,,1.0,-1.0,
,Mar,,31,NEILSEN,,39.8,,39.6,,17.2,,,,,,0.2,-2.3,Phone
,Mar,28-31,1,Harris,ITN,35.0,-5.0,41.0,2.0,19.0,2.0,,,,,-6.0,-7.0,
,Mar,30,1,MORI,TT,35.0,-3.0,42.0,1.0,19.0,2.0,,,,,-7.0,-4.0,
,Mar,31,1,ICM,GU,37.0,1.0,41.0,3.0,18.0,-2.0,,,,,-4.0,-2.0,
,Mar,31-1,2,Gallup,DT,38.0,-2.0,37.5,-3.0,20.5,4.0,,,,,0.5,1.0,
,Mar,31-1,2,NOP,Ind,37.0,0.0,39.0,-2.0,19.0,1.0,,,,,-2.0,2.0,
,Mar,31-3,7,ICM,PA,36.2,,38.7,,20.4,,,,,,-2.5,,Larger sample than usual
,Apr,1-3,5,MORI,ST,37.0,-1.0,39.0,-1.0,21.0,1.0,,,,,-2.0,0.0,Phone
,Apr,2-3,5,Gallup,STel,37.5,-0.5,37.5,0.0,21.0,0.5,,,,,0.0,-0.5,
,Apr,2-3,5,NOP,IoS,38.0,-1.0,41.0,1.0,17.0,1.0,,,,,-3.0,-2.0,Phone
,Apr,2-3,5,NOP,IoS,38.0,1.0,41.0,2.0,17.0,-2.0,,,,,-3.0,-1.0,
,Apr,3,5,ICM,SE,37.0,,39.0,-2.0,19.0,1.0,,,,,-2.0,2.0,
,Apr,3-4,,ASL,,35.0,-2.0,38.0,-1.0,23.0,4.0,,,,,-3.0,-1.0,Phone
,Apr,3-4,5,Harris,OB,38.0,3.0,40.0,-1.0,17.0,-2.0,,,,,-2.0,4.0,
,Apr,3-4,5,NOP,MoS,35.0,-3.0,41.0,0.0,20.0,3.0,,,,,-6.0,-3.0,
,Apr,4-6,7,Harris,DE,37.0,-1.0,38.0,-2.0,21.0,4.0,,,,,-1.0,-1.0,
,Apr,4-7,8,Harris,ITN,38.0,1.0,40.0,2.0,18.0,-3.0,,,,,-2.0,-1.0,
,Apr,6-7,8,MORI,Yorkshire TV,37.0,2.0,40.0,-2.0,20.0,1.0,,,,,-3.0,4.0,
,Apr,c.6-9,,NOP ,Independent Television Commission,42.0,,33.0,,22.0,,,,,,9.0,,F2F
,Apr,7-8,9,NOP,Ind,39.0,4.0,42.0,1.0,17.0,-3.0,,,,,-3.0,3.0,
,Apr,7-8,9,Gallup,DT,38.5,1.0,38.0,0.5,20.0,-1.0,,,,,0.5,0.5,
,Apr,7-8,9,MORI,TT,38.0,1.0,39.0,-1.0,20.0,,,,,,-1.0,2.0,
,Apr,8,9,ICM,GU,38.0,1.0,38.0,-1.0,20.0,1.0,,,,,0.0,2.0,
,,,,,,,,,,,,,,,,,,
,,Exit polls,,ICM,Sun,38.0,,41.0,,18.0,,,,,,-3.0,,
,,,,Harris,ITN,41.1,,36.3,,18.0,,,,,,4.8,,
,,,,NOP,BBC,40.0,,36.3,,18.3,,,,,,3.7,,
,,,,,,,,,,,,,,,,,,
,,,,Result,,42.8,,35.2,,18.3,,,,,,7.6,,
