Year,Month,Fieldwork,Date,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,
,Sep,29-30,2,MORI,Sun,36.0,-3.0,43.0,8.0,16.0,-5.0,-7.0,-11.0,Phone,
,Sep,,,Gallup,,35.5,5.8,40.6,-10.0,17.0,3.7,-5.1,15.8,,
,Oct,11-13,15,NOP,ST,35.0,-2.0,42.0,-1.0,17.0,4.0,-7.0,-1.0,,
,Oct,13-14,15,MORI,MoS,38.0,2.0,40.0,-3.0,19.0,3.0,-2.0,5.0,Phone,
,Oct,13-16,17,ICM,GU,35.0,-2.0,40.0,2.0,19.0,-1.0,-5.0,-4.0,,
,Oct,19-23,26,MORI,TT,32.0,-3.0,45.0,8.0,17.0,-4.0,-13.0,-11.0,,
,Oct,,,Gallup,,34.8,-0.7,44.1,3.5,14.7,-2.3,-9.3,-4.2,,
,Nov,1-7,11,Gallup,DT,34.0,-2.0,45.0,6.0,14.0,-6.0,-11.0,-8.0,,
,Nov,2-3,5,MORI,MoS,34.0,-4.0,42.0,2.0,17.0,-2.0,-8.0,-6.0,Phone,
,Nov,3-5,7,ICM,GU,34.0,-1.0,40.0,0.0,20.0,1.0,-6.0,-1.0,,
,Nov,23-28,30,MORI,TT,33.0,1.0,48.0,3.0,13.0,-4.0,-15.0,-2.0,,
,Nov,24-25,26,MORI,MoS,34.0,1.0,47.0,-1.0,13.0,0.0,-13.0,2.0,,
,Nov,,,Gallup,,33.3,-1.5,46.4,2.3,14.1,-0.6,-13.1,-3.8,,
,Dec,1-3,5,ICM,GU,34.0,0.0,44.0,4.0,16.0,-4.0,-10.0,-4.0,,
,Dec,6-13,15,Gallup,DT,32.0,-2.0,47.0,2.0,14.0,0.0,-15.0,-4.0,,
,Dec,7-12,15,MORI,TT,34.0,0.0,46.0,-1.0,14.0,1.0,-12.0,1.0,,
,Dec,13-15,17,MORI,NoW,32.0,-2.0,47.0,5.0,16.0,-1.0,-15.0,-7.0,Phone,
,Dec,,,Gallup,,32.7,-0.6,47.3,0.9,13.8,-0.3,-14.6,-1.5,,
2001,Jan,4-6,7,MORI,MoS,35.0,3.0,46.0,-1.0,14.0,-2.0,-11.0,4.0,Phone,
,Jan,10-16,19,Gallup,DT,31.0,-1.0,51.0,4.0,13.0,-1.0,-20.0,-5.0,,
,Jan,11-12,14,NOP,ST,33.0,-2.0,48.0,6.0,14.0,-3.0,-15.0,-8.0,,
,Jan,11-13,14,MORI,STel,31.0,-4.0,52.0,6.0,11.0,-3.0,-21.0,-10.0,Phone,
,Jan,18-22,26,MORI ,TT,31.0,-3.0,50.0,4.0,14.0,0.0,-19.0,-7.0,,
,Jan,19-21,23,ICM,GU,34.0,0.0,44.0,0.0,16.0,0.0,-10.0,0.0,,
,Jan,25-26,28,MORI,MoS,31.0,0.0,49.0,-3.0,14.0,3.0,-18.0,3.0,Phone,
,Jan,31-7,9,Gallup,DT,29.0,-2.0,50.0,-1.0,17.0,4.0,-21.0,-1.0,,
,Jan,,,Gallup,,30.0,-2.7,50.1,2.8,13.8,0.0,-20.1,-5.5,,
,Feb,1-5,,MORI,LibDem,31.0,0.0,49.0,-1.0,13.0,-1.0,-18.0,1.0,,
,Feb,,11,ORB,STel,30.0,,53.0,,12.0,,-23.0,,,
,Feb,16-18,20,ICM,GU,32.0,-2.0,47.0,3.0,15.0,-1.0,-15.0,-5.0,,
,Feb,15-20,22,MORI,TT,30.0,-1.0,50.0,1.0,14.0,1.0,-20.0,-2.0,,
,Feb,,,Gallup,,30.4,0.4,50.7,0.6,13.4,-0.4,-20.3,-0.2,,
,Mar,7-13,16,Gallup,DT,29.0,0.0,55.0,5.0,12.0,-5.0,-26.0,-5.0,,
,Mar,15-16,18,NOP,ST,31.0,-2.0,51.0,3.0,13.0,-1.0,-20.0,-5.0,,
,Mar,16-18,21,ICM,GU,35.0,3.0,44.0,-3.0,,,-9.0,6.0,,
,Mar,22-27,29,MORI,TT,31.0,1.0,50.0,0.0,14.0,0.0,-19.0,1.0,,
,Mar,30-31,1,MORI,STel,32.0,1.0,48.0,-1.0,15.0,1.0,-16.0,2.0,Phone,
,Mar,29-30,3,ICM,GU,34.0,-1.0,49.0,5.0,13.0,-3.0,-15.0,-6.0,,
,Mar,31-4,5,NOP,Powerhouse/ITV,30.0,,52.0,,12.0,,-22.0,,,
,Mar,,,Gallup,,29.5,-0.9,51.9,1.2,13.4,0.0,-22.4,-2.1,,
,Apr,4-10,13,Gallup,DT,27.0,-2.0,53.0,-2.0,15.0,3.0,-26.0,0.0,,
,Apr,10-12,13,MORI,DM,29.0,-3.0,53.0,5.0,12.0,-3.0,-24.0,-8.0,Phone,
,Apr,20-22,24,ICM,GU,33.0,-1.0,47.0,-2.0,14.0,1.0,-14.0,1.0,,
,Apr,19-24,26,MORI,TT,30.0,-1.0,50.0,0.0,13.0,-1.0,-20.0,-1.0,,
,Apr,26-2,3,NOP,Powerhouse/ITV,29.0,-1.0,51.0,-1.0,13.0,1.0,-22.0,0.0,,
,Apr,30-1,2,MORI,Sun,32.0,3.0,50.0,-3.0,13.0,1.0,-18.0,6.0,Phone,
,May,1-6,8,NOP,Powerhouse/ITV,34.0,5.0,49.0,-2.0,11.0,-2.0,-15.0,7.0,,
,May,2-8,10,Gallup,DT,32.0,5.0,49.0,-4.0,13.0,-2.0,-17.0,9.0,,
,May,4-7,9,NOP,Express,31.0,-3.0,51.0,2.0,13.0,2.0,-20.0,-5.0,,
,May,8,10,MORI,TT,30.0,0.0,54.0,4.0,13.0,0.0,-24.0,-4.0,,
,May,10-11,13,ICM,OB,32.0,-1.0,48.0,1.0,16.0,2.0,-16.0,-2.0,,
,May,10-11,13,NOP,ST,32.0,1.0,49.0,-2.0,13.0,0.0,-17.0,3.0,,
,May,10-12,13,MORI,STel,31.0,-1.0,51.0,1.0,13.0,0.0,-20.0,-2.0,Phone,
,May,10-14,18,MORI,Economist,26.0,-5.0,54.0,3.0,14.0,1.0,-28.0,-8.0,Phone,
,May,11-13,14,ICM,ES,32.0,0.0,48.0,0.0,14.0,-2.0,-16.0,0.0,,
,May,12-13,15,Rasmussen,Ind,32.0,,46.0,,13.0,,-14.0,,,
,May,13-14,16,ICM,GU,31.0,-1.0,46.0,-2.0,16.0,2.0,-15.0,1.0,,
,May,14-15,17,Gallup,DT,32.0,0.0,48.0,-1.0,13.0,0.0,-16.0,1.0,,
