Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,UKIP,,Green,,TIG/CUK,,BXP,,Con lead,,,,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,UKIP good,UKIP bad,UKIP net,Grn good,Grn bad,Grn net,CUK good,CUK bad,CUK net,BXP good,BXP bad,BXP net,Question,Con Best PM,Lab Best PM,LD Best PM,BXP Best PM,Question,Govt good,Govt bad,Govt net,Question,,,,,,,
,Jun,21-25,21/6/19,27,,Ipsos MORI,ES,26.0,1.0,24.0,-3.0,22.0,7.0,1.0,-2.0,8.0,1.0,0.0,-2.0,12.0,-4.0,2.0,4.0,Phone,,,,25.0,69.0,-44.0,17.0,75.0,-58.0,33.0,40.0,-7.0,,,,,,,,,,35.0,54.0,-19.0,Are you satisfied or dissatisfied with the way X is doing his/her job as…,51.0,33.0,,,Who do you think would make the most capapble PM?,8.0,85.0,-77.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Jun,24-25,24/6/19,27,,YouGov,TT,22.0,2.0,20.0,0.0,19.0,-2.0,1.0,0.0,10.0,1.0,0.0,0.0,22.0,-1.0,2.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,71.0,-61.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 24 June,,,,,,
,Jun,30-1,30/6/19,5,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,27.0,63.0,-36.0,19.0,70.0,-51.0,25.0,43.0,-18.0,3.0,22.0,-19.0,,,,,,,30.0,59.0,-29.0,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Jul,2-3,2/7/19,4,,YouGov,TT,24.0,2.0,18.0,-2.0,20.0,1.0,0.0,-1.0,9.0,-1.0,0.0,0.0,23.0,1.0,6.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,70.0,-59.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 1 July,,,,,,
,Jul,2-5,2/7/19,11,,BMG,Ind,28.0,2.0,27.0,0.0,18.0,1.0,2.0,1.0,6.0,0.0,1.0,0.0,14.0,-4.0,1.0,2.0,Internet,,,,26.0,64.0,-38.0,18.0,66.0,-48.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,20.0,17.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Jul,3-5,3/7/19,7,,Opinium,,23.0,3.0,25.0,-1.0,15.0,-1.0,1.0,-1.0,8.0,2.0,1.0,0.0,22.0,-1.0,-2.0,4.0,Internet,,,,22.0,57.0,-35.0,18.0,64.0,-46.0,22.0,34.0,-12.0,,,,,,,,,,33.0,43.0,-10.0,To what extent do you approve or disapprove of the way X is handling his job as Y,19.0,16.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Jul,5-7,5/7/19,8,,ComRes,DT,25.0,2.0,28.0,1.0,16.0,-1.0,1.0,0.0,5.0,0.0,0.0,-1.0,19.0,-3.0,-3.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,9-10,9/7/19,12,,YouGov,TT,24.0,0.0,20.0,2.0,19.0,-1.0,0.0,0.0,9.0,0.0,0.0,0.0,21.0,-2.0,4.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,69.0,-59.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 8 July,,,,,,
,Jul,10-11,10/7/19,12,,Survation,,23.0,,29.0,,19.0,,,,3.0,,,,20.0,,-6.0,,Internet,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,10-11,10/7/19,14,,ComRes,SE,24.0,-1.0,28.0,0.0,15.0,-1.0,1.0,0.0,5.0,0.0,0.0,0.0,20.0,1.0,-4.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,15-16,15/7/19,18,,ComRes,Britain Elects,25.0,1.0,28.0,0.0,17.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,19.0,-1.0,-3.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,16-17,16/7/19,18,,YouGov,TT,25.0,1.0,21.0,1.0,20.0,1.0,0.0,0.0,8.0,-1.0,0.0,0.0,19.0,-2.0,4.0,0.0,Internet,,,,,,-30.0,20.0,68.0,-48.0,23.0,44.0,-21.0,,,,,,,,,,27.0,61.0,-34.0,Do you have a favourable or unfavourable opinion of…,,,,,,14.0,69.0,-55.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 15 July,,,,,,
,Jul,21-30,21/7/19,7,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,34.0,55.0,-21.0,,,,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Jul,21-22,21/7/19,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,29.0,,,Which of the following do you think would make the best PM?,10.0,69.0,-59.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 22 July,,,,,,
,Jul,23-24,23/7/19,24,,YouGov,TT,25.0,0.0,19.0,-2.0,23.0,3.0,1.0,1.0,9.0,1.0,0.0,0.0,17.0,-2.0,6.0,2.0,Internet,,,,33.0,54.0,-21.0,18.0,70.0,-52.0,21.0,29.0,-8.0,,,,,,,,,,28.0,60.0,-32.0,Do you have a favourable or unfavourable opinion of…,38.0,20.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jul,24-25,24/7/19,28,,ComRes,SE,28.0,3.0,27.0,-1.0,19.0,2.0,1.0,0.0,4.0,-1.0,0.0,0.0,16.0,-3.0,1.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,24-26,24/7/19,28,,Opinium,Ob,30.0,7.0,28.0,3.0,16.0,1.0,1.0,0.0,5.0,-3.0,0.0,-1.0,15.0,-7.0,2.0,4.0,Internet,,,,28.0,31.0,-3.0,19.0,59.0,-40.0,21.0,24.0,-3.0,,,,,,,,,,31.0,39.0,-8.0,To what extent do you approve or disapprove of the way X is handling his job as Y,38.0,17.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Jul,25-26,25/7/19,28,,YouGov,ST,31.0,6.0,21.0,2.0,20.0,-3.0,0.0,-1.0,8.0,-1.0,0.0,0.0,13.0,-4.0,10.0,4.0,Internet,,,,34.0,55.0,-21.0,,,,,,,,,,,,,,,,,,,"Generally speaking, do you have a positive or negative opinion of…",,,,,,,,,,,,,,,,
,Jul,25-27,25/7/19,28,,Deltapoll,MoS,30.0,10.0,25.0,-1.0,18.0,2.0,1.0,0.0,4.0,-1.0,2.0,-2.0,14.0,-10.0,5.0,11.0,Internet,,,,38.0,32.0,6.0,23.0,67.0,-44.0,27.0,26.0,1.0,,,,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,,,
,Jul,26-28,26/7/19,2,,ComRes,Britain Elects,29.0,1.0,30.0,3.0,16.0,-3.0,1.0,0.0,5.0,1.0,0.0,0.0,15.0,-1.0,-1.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,26-30,26/7/19,1,,Ipsos MORI,ES,34.0,8.0,24.0,0.0,20.0,-2.0,1.0,0.0,6.0,-2.0,,,9.0,-3.0,10.0,8.0,Phone,,,,31.0,38.0,-7.0,19.0,69.0,-50.0,28.0,28.0,0.0,,,,,,,,,,32.0,53.0,-21.0,Are you satisfied or dissatisfied with the way X is doing his/her job as…,52.0,27.0,,,Who do you think would make the most capapble PM?,18.0,75.0,-57.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Jul,29?,29/7/19,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,,,-19.0,,,-56.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Jul,29-30,29/7/19,31,,YouGov,TT,32.0,1.0,22.0,1.0,19.0,-1.0,0.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,Internet,,,,,,-16.0,,,-45.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,42.0,21.0,,,Which of the following do you think would make the best PM?,14.0,63.0,-49.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 29 July,,,,,,
,Aug,5?,5/8/19,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,,,-17.0,,,-50.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Aug,5-6,5/8/19,8,,YouGov,TT,31.0,-1.0,22.0,0.0,21.0,2.0,0.0,0.0,7.0,-1.0,0.0,0.0,14.0,1.0,9.0,-1.0,Internet,,,,35.0,53.0,-18.0,20.0,67.0,-47.0,18.0,32.0,-14.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,39.0,19.0,,,Which of the following do you think would make the best PM?,15.0,62.0,-47.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 5 August,,,,,,
,Aug,6-11,6/8/19,14,,Survation,,28.0,,24.0,,21.0,,,,3.0,,,,15.0,,4.0,,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,7-12,7/8/19,18,,BMG,Ind,31.0,3.0,25.0,-2.0,19.0,1.0,1.0,-1.0,7.0,1.0,0.0,-1.0,12.0,-2.0,6.0,5.0,Internet,,,,35.0,41.0,-6.0,19.0,62.0,-43.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,34.0,19.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Aug,8-9,8/8/19,11,,Opinium,Ob,31.0,1.0,28.0,0.0,13.0,-3.0,1.0,0.0,5.0,0.0,0.0,0.0,16.0,1.0,3.0,1.0,Internet,,,,40.0,34.0,6.0,20.0,60.0,-40.0,21.0,30.0,-9.0,,,,,,,,,,32.0,39.0,-7.0,To what extent do you approve or disapprove of the way X is handling his job as Y,38.0,19.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Aug,8-9,8/8/19,11,,Opinium,,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,16.0,11.0,10.0,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Aug,9-11,9/8/19,13,,ComRes,DT,31.0,2.0,27.0,-3.0,16.0,0.0,1.0,0.0,4.0,-1.0,0.0,0.0,16.0,1.0,4.0,5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,13-14,13/8/19,21,,YouGov,TT,30.0,-1.0,21.0,-1.0,20.0,-1.0,1.0,1.0,8.0,1.0,0.0,0.0,14.0,0.0,9.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,62.0,-42.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 11 August,,,,,,
,Aug,15-19,15/8/19,21,,Kantar TNS,,42.0,,28.0,,15.0,,0.0,,3.0,,1.0,,5.0,,14.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,20-21,20/8/19,23,,YouGov,TT,32.0,2.0,22.0,1.0,20.0,0.0,0.0,0.0,7.0,-1.0,0.0,0.0,12.0,-2.0,10.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,62.0,-46.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 19 August,,,,,,
,Aug,21-23,21/8/19,25,,Opinium,Ob,32.0,1.0,26.0,-2.0,15.0,2.0,1.0,0.0,4.0,-1.0,0.0,0.0,16.0,0.0,6.0,3.0,Internet,,,,41.0,36.0,5.0,18.0,60.0,-42.0,20.0,31.0,-11.0,,,,,,,,,,30.0,41.0,-11.0,To what extent do you approve or disapprove of the way X is handling his job as Y,41.0,17.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Aug,21-23,21/8/19,25,,Opinium,Ob,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,15.0,12.0,11.0,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Aug,22-23,22/8/19,25,,YouGov,ST,33.0,1.0,21.0,-1.0,19.0,-1.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,2.0,12.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,26-27,26/8/19,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,36.0,53.0,-17.0,19.0,68.0,-49.0,17.0,35.0,-18.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,18.0,59.0,-41.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 26 August,,,,,,
,Aug,27-28,27/8/19,29,,YouGov,TT,34.0,1.0,22.0,1.0,17.0,-2.0,1.0,1.0,8.0,1.0,0.0,0.0,13.0,-1.0,12.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,20.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Aug,28-29,28/8/19,30,,YouGov,,33.0,-1.0,22.0,0.0,21.0,4.0,0.0,-1.0,7.0,-1.0,0.0,0.0,12.0,-1.0,11.0,-1.0,Internet,,,,38.0,44.0,-6.0,13.0,72.0,-59.0,,,,,,,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,,,,,,,,,,
,Aug,28-3,28/8/19,,,YouGov,,34.0,1.0,23.0,1.0,19.0,-2.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,11.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,29-30,29/8/19,31,,Survation,DM,31.0,3.0,24.0,0.0,21.0,0.0,,,3.0,0.0,,,14.0,-1.0,7.0,3.0,Internet,UK,,,41.0,35.0,6.0,,,,,,,,,,,,,,,,,,,How would you rate the performance of X as Y?,,,,,,,,,,,,,,,,
,Aug,29-31,29/8/19,1,,Deltapoll,MoS,35.0,5.0,24.0,-1.0,18.0,0.0,0.0,-1.0,4.0,0.0,1.0,-1.0,14.0,0.0,11.0,6.0,Internet,,,,48.0,42.0,6.0,23.0,68.0,-45.0,30.0,35.0,-5.0,,,,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,,,
,Aug,30-3,30/8/19,5,,ICM,Represent Us,37.0,,30.0,,16.0,,1.0,,4.0,,,,9.0,,7.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,2-3,2/9/19,3,,YouGov,TT,35.0,1.0,25.0,2.0,16.0,-3.0,1.0,1.0,7.0,0.0,0.0,0.0,11.0,-1.0,10.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,57.0,-35.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 2 September,,,,,,
,Sep,3-4,3/9/19,5,,Hanbury,Politico,33.0,,26.0,,17.0,,,,3.0,,,,14.0,,7.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,18.0,12.0,,Who do you think would make the best Prime Minister?,,,,,,,,,,,
,Sep,3-4,3/9/19,5,,Hanbury,Politico,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,26.0,,,Who do you think would make the best Prime Minister?,,,,,,,,,,,
,Sep,3-6,3/9/19,15,,BMG,Ind,31.0,0.0,27.0,2.0,19.0,0.0,1.0,0.0,6.0,-1.0,0.0,0.0,13.0,1.0,4.0,-2.0,Internet,,,,39.0,45.0,-6.0,20.0,63.0,-43.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,36.0,19.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Sep,4-6,4/9/19,8,,Opinium,Ob,35.0,3.0,25.0,-1.0,17.0,2.0,1.0,0.0,3.0,-1.0,0.0,0.0,13.0,-3.0,10.0,4.0,Internet,,,,36.0,41.0,-5.0,19.0,58.0,-39.0,24.0,28.0,-4.0,,,,,,,,,,29.0,41.0,-12.0,To what extent do you approve or disapprove of the way X is handling his job as Y,36.0,16.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,4-6,4/9/19,8,,Opinium,Ob,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,13.0,13.0,9.0,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,4-6,4/9/19,8,,ComRes,Britain Elects,31.0,0.0,27.0,0.0,20.0,4.0,1.0,0.0,3.0,-1.0,0.0,0.0,13.0,-3.0,4.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,5-6,5/9/19,7,,Survation,DM,29.0,-2.0,24.0,0.0,18.0,-3.0,,,3.0,0.0,,,17.0,3.0,5.0,-2.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,46.0,26.0,,,Who do you think would make the best Prime Minister?,,,,,,,,,,,
,Sep,5-6,5/9/19,7,,Survation,DM,,,,,,,,,,,,,,,,,Internet,UK,,,37.0,40.0,-3.0,,,,,,,,,,,,,,,,,,,How would you rate the performance of X as Y?,44.0,19.0,16.0,,"Out of the following, who do you think would be the best prime minister?",,,,,,,,,,,
,Sep,5-6,5/9/19,7,,Panelbase,,31.0,,28.0,,19.0,,0.0,,2.0,,0.0,,15.0,,3.0,,Internet,,,,33.0,47.0,-14.0,19.0,60.0,-41.0,25.0,30.0,-5.0,,,,,,,,,,27.0,42.0,-15.0,"How good or bad a job do you think X, Y is doing?",,,,,,,,,,,,,,,,
,Sep,5-6,5/9/19,8,,YouGov,ST,35.0,0.0,21.0,-4.0,19.0,3.0,0.0,-1.0,7.0,0.0,0.0,0.0,12.0,1.0,14.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,5-7,5/9/19,8,,Deltapoll,Sun,31.0,-4.0,28.0,4.0,17.0,-1.0,1.0,1.0,4.0,0.0,,,13.0,-1.0,3.0,-8.0,Internet,,,,40.0,48.0,-8.0,21.0,66.0,-45.0,32.0,33.0,-1.0,,,,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,,,
,Sep,5-9,5/9/19,11,,Kantar TNS,,38.0,-4.0,24.0,-4.0,20.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,7.0,2.0,14.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,6-8,6/9/19,11,,ComRes,DT,30.0,-1.0,29.0,2.0,17.0,-3.0,1.0,0.0,4.0,1.0,,,13.0,0.0,1.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,9-10,9/9/19,11,,YouGov,TT,32.0,-3.0,23.0,2.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,2.0,9.0,-5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,66.0,-50.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 9 September,,,,,,
,Sep,11-12,11/9/19,14,,ComRes,SE,28.0,-2.0,27.0,-2.0,20.0,3.0,1.0,0.0,5.0,1.0,,,13.0,0.0,1.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,11-13,11/9/19,14,,Opinium,Ob,37.0,2.0,25.0,0.0,16.0,-1.0,1.0,0.0,2.0,-1.0,0.0,0.0,13.0,0.0,12.0,2.0,Internet,,,,35.0,43.0,-8.0,19.0,57.0,-38.0,23.0,29.0,-6.0,,,,,,,,,,28.0,42.0,-14.0,To what extent do you approve or disapprove of the way X is handling his job as Y,35.0,16.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,11-13,11/9/19,14,,Opinium,Ob,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,14.0,12.0,10.0,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,12-14,12/9/19,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,39.0,51.0,-12.0,22.0,68.0,-46.0,26.0,36.0,-10.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Sep,13-16,13/9/19,19,,Ipsos MORI,ES,33.0,-1.0,24.0,0.0,23.0,3.0,0.0,-1.0,4.0,-2.0,,,10.0,1.0,9.0,-1.0,Phone,,,,37.0,55.0,-18.0,16.0,76.0,-60.0,35.0,40.0,-5.0,,,,,,,,,,34.0,50.0,-16.0,Are you satisfied or dissatisfied with the way X is doing his/her job as…,50.0,29.0,,,Who do you think would make the most capapble PM?,14.0,81.0,-67.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Sep,16-17,16/9/19,17,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,38.0,54.0,-16.0,21.0,70.0,-49.0,27.0,38.0,-11.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,18.0,66.0,-48.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 16 September,,,,,,
,Sep,17-18,17/9/19,19,,YouGov,TT,32.0,0.0,21.0,-2.0,23.0,4.0,1.0,1.0,4.0,-3.0,0.0,0.0,14.0,0.0,11.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,22.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Sep,18-19,18/9/19,23,,ComRes,Britain Elects,29.0,1.0,27.0,0.0,21.0,1.0,0.0,-1.0,5.0,0.0,1.0,,13.0,0.0,2.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,19-20,19/9/19,22,,Opinium,Ob,37.0,0.0,22.0,-3.0,17.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,12.0,-1.0,15.0,3.0,Internet,,,,37.0,41.0,-4.0,19.0,57.0,-38.0,25.0,37.0,-12.0,,,,,,,,,,29.0,40.0,-11.0,To what extent do you approve or disapprove of the way X is handling his job as Y,36.0,15.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,19-20,19/9/19,22,,Opinium,Ob,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,13.0,11.0,9.0,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,19-20,19/9/19,22,,YouGov,People's Vote,30.0,-2.0,23.0,2.0,22.0,-1.0,0.0,-1.0,5.0,1.0,0.0,0.0,14.0,0.0,7.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,24,24/9/19,25,,ComRes,DT,27.0,-2.0,27.0,0.0,20.0,-1.0,,,,,,,17.0,4.0,0.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,24-25,24/9/19,26,,YouGov,TT,33.0,3.0,22.0,-1.0,22.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,14.0,0.0,11.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,65.0,-48.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 23 September,,,,,,
,Sep,25,25/9/19,26,,Survation,DM,27.0,-2.0,24.0,0.0,22.0,4.0,,,3.0,0.0,,,16.0,-1.0,3.0,-2.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,41.0,18.0,21.0,,"Out of the following, who do you think would be the best prime minister?",,,,,,,,,,,
,Sep,25-27,25/9/19,28,,Opinium,Ob,36.0,-1.0,24.0,2.0,20.0,3.0,0.0,-2.0,2.0,-2.0,0.0,0.0,11.0,-1.0,12.0,-3.0,Internet,,,,34.0,47.0,-13.0,21.0,58.0,-37.0,25.0,37.0,-12.0,,,,,,,,,,27.0,39.0,-12.0,To what extent do you approve or disapprove of the way X is handling his job as Y,37.0,16.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,25-27,25/9/19,28,,Opinium,Ob,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,16.0,14.0,8.0,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,26-27,26/9/19,29,,YouGov,TT,33.0,0.0,22.0,0.0,21.0,-1.0,0.0,0.0,5.0,-1.0,0.0,0.0,13.0,-1.0,11.0,0.0,Internet,,,,33.0,56.0,-23.0,16.0,71.0,-55.0,,,,,,,,,,,,,,,,Do you think X is doing a good job or bad job as Y?,,,,,,,,,,,,,,,,
,Sep,30-1,30/9/19,2,,YouGov,TT,34.0,1.0,21.0,-1.0,23.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-1.0,13.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,22.0,,,Which of the following do you think would make the best PM?,17.0,64.0,-47.0,Do you approve or disapprove of the Government's record to date?,Government approval question may not have been asked on this poll. YouGov gives date as 30 September,,,,,,
,Oct,1-4,1/10/19,8,,BMG,Ind,31.0,0.0,26.0,-1.0,20.0,1.0,0.0,-1.0,7.0,1.0,0.0,0.0,11.0,-2.0,5.0,1.0,Internet,,,,35.0,54.0,-19.0,22.0,65.0,-43.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,35.0,21.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Oct,2-3,2/10/19,4,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,40.0,52.0,-12.0,21.0,71.0,-50.0,22.0,46.0,-24.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Oct,3-4,3/10/19,6,,Opinium,Ob,38.0,2.0,23.0,-1.0,15.0,-5.0,1.0,1.0,4.0,2.0,0.0,0.0,12.0,1.0,15.0,3.0,Internet,,,,37.0,43.0,-6.0,20.0,58.0,-38.0,21.0,37.0,-16.0,,,,,,,,,,28.0,40.0,-12.0,To what extent do you approve or disapprove of the way X is handling his job as Y,36.0,16.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Oct,3-4,3/10/19,6,,Opinium,Ob,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,14.0,12.0,7.0,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
