Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,UKIP,,Green,,TIG/CUK,,BXP,,Con lead,,,,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,UKIP good,UKIP bad,UKIP net,Grn good,Grn bad,Grn net,CUK good,CUK bad,CUK net,BXP good,BXP bad,BXP net,Question,Con Best PM,Lab Best PM,LD Best PM,BXP Best PM,Question,Govt good,Govt bad,Govt net,Question,,,,,,,
,Jul,30-31,30/7/18,,,YouGov,TT,38.0,0.0,38.0,0.0,10.0,0.0,6.0,0.0,3.0,0.0,,,,,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,25.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Aug,3-5,3/8/18,10,,ICM,Gu,39.0,-1.0,40.0,-1.0,7.0,-1.0,6.0,1.0,3.0,0.0,,,,,-1.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,8-9,8/8/18,10,,YouGov,TT,39.0,1.0,35.0,-3.0,10.0,0.0,7.0,1.0,3.0,0.0,,,,,4.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,22.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Aug,6-10,6/8/18,14,,BMG,Ind,37.0,-2.0,39.0,2.0,10.0,0.0,5.0,2.0,5.0,1.0,,,,,-2.0,-4.0,Internet,,,,26.0,58.0,-32.0,25.0,53.0,-28.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,26.0,26.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Aug,9-13,9/8/18,15,,NCP,,38.0,,40.0,,8.0,,5.0,,2.0,,,,,,-2.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,9-13,9/8/18,17,,Kantar TNS,,40.0,0.0,39.0,1.0,9.0,0.0,4.0,1.0,3.0,0.0,,,,,1.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,13-14,13/8/18,21,,YouGov,TT,41.0,2.0,38.0,3.0,8.0,-2.0,6.0,-1.0,3.0,0.0,,,,,3.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,24.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Aug,14-15,14/8/18,16,,YouGov,TT,,,,,,,,,,,,,,,,,Internet,,,,26.0,63.0,-37.0,20.0,65.0,-45.0,,,,,,,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,,,,,,,,,,
,Aug,14-16,14/8/18,19,,Deltapoll,SoS,37.0,0.0,40.0,-2.0,8.0,1.0,6.0,0.0,5.0,2.0,,,,,-3.0,2.0,Internet,,,,33.0,59.0,-26.0,27.0,62.0,-35.0,19.0,47.0,-28.0,,,,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,,,
,Aug,14-17,14/8/18,19,,Opinium,Ob,39.0,3.0,38.0,-2.0,7.0,-1.0,7.0,-1.0,3.0,0.0,,,,,1.0,5.0,Internet,,,,28.0,49.0,-21.0,25.0,49.0,-24.0,16.0,31.0,-15.0,8.0,36.0,-28.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,30.0,24.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Aug,17-19,17/8/18,22,,ICM,Gu,40.0,1.0,40.0,0.0,8.0,1.0,6.0,0.0,2.0,-1.0,,,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,17-20,17/8/18,,,Sky,,,,,,,,,,,,,,,,,,Internet,,,,26.0,67.0,-41.0,31.0,60.0,-29.0,21.0,35.0,-14.0,,,,,,,,,,,,,Are you satisfied or disatisfied with the performance of X as Y?,,,,,,,,,,,,,,,,
,Aug,20-21,20/8/18,23,,YouGov,TT,40.0,-1.0,37.0,-1.0,9.0,1.0,6.0,0.0,2.0,-1.0,,,,,3.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,23.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Aug,21-22,21/8/18,,,YouGov,Handelsblatt,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,52.0,-32.0,Do you approve or disapprove of the Government's record to date?,,,,,,,
,Aug,28-29,28/8/18,31,,YouGov,TT,39.0,-1.0,37.0,0.0,10.0,1.0,5.0,-1.0,3.0,1.0,,,,,2.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,23.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Aug,30-31,30/8/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,28.0,62.0,-34.0,28.0,61.0,-33.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Aug,31-1,31/8/18,,,YouGov,Jeremy Vine Show,,,,,,,,,,,,,,,,,Internet,,,,,,,24.0,58.0,-34.0,,,,,,,,,,,,,,,,Do you think X would do a good job or a bad job as Prime Minister?,,,,,,,,,,,,,,,,
,Aug,31-1,31/8/18,4,,Survation,,37.0,-1.0,41.0,1.0,6.0,-4.0,7.0,4.0,2.0,0.0,,,,,-4.0,-2.0,Internet,UK,,,32.0,42.0,-10.0,32.0,47.0,-15.0,18.0,32.0,-14.0,10.0,18.0,-8.0,,,,,,,,,,To what extent do you feel favourably or unfavourably towards…,,,,,,,,,,,,,,,,
,Sep,3-4,3/9/18,7,,YouGov,TT,39.0,0.0,35.0,-2.0,11.0,1.0,5.0,0.0,4.0,1.0,,,,,4.0,2.0,Internet,,,,31.0,57.0,-26.0,30.0,58.0,-28.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,34.0,25.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Sep,4-7,4/9/18,7,,BMG,Ind,37.0,0.0,38.0,-1.0,11.0,1.0,7.0,2.0,4.0,-1.0,,,,,-1.0,1.0,Internet,,,,29.0,59.0,-30.0,25.0,55.0,-30.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,26.0,25.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Sep,6-10,6/9/18,13,,Kantar TNS,,40.0,0.0,35.0,-4.0,10.0,1.0,5.0,1.0,4.0,0.0,,,,,5.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,7,7/9/18,8,,Survation,DM,38.0,1.0,37.0,-4.0,10.0,4.0,4.0,-3.0,1.0,-1.0,,,,,1.0,5.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,7-9,7/9/18,12,,ICM,Gu,42.0,2.0,39.0,-1.0,8.0,0.0,4.0,-2.0,3.0,1.0,,,,,3.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,10-11,10/9/18,,,Sky,,,,,,,,,,,,,,,,,,Internet,,,,29.0,66.0,-37.0,26.0,65.0,-39.0,19.0,37.0,-18.0,,,,,,,,,,,,,Are you satisfied or disatisfied with the performance of X as Y?,,,,,,,,,,,,,,,,
,Sep,11-13,11/9/18,16,,Opinium,Ob,39.0,0.0,38.0,0.0,7.0,0.0,6.0,-1.0,3.0,0.0,,,,,1.0,0.0,Internet,,,,28.0,48.0,-20.0,27.0,49.0,-22.0,17.0,28.0,-11.0,9.0,33.0,-24.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,32.0,23.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,12-13,12/9/18,18,,YouGov,TT,40.0,1.0,36.0,1.0,11.0,0.0,4.0,-1.0,3.0,-1.0,,,,,4.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,23.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Sep,14-18,14/9/18,20,,Ipsos MORI,ES,39.0,1.0,37.0,-1.0,13.0,3.0,2.0,-4.0,5.0,2.0,,,,,2.0,2.0,Phone,,,,29.0,62.0,-33.0,24.0,66.0,-42.0,24.0,39.0,-15.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,20.0,72.0,-52.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Sep,18-19,18/9/18,22,,YouGov,TT,40.0,0.0,36.0,0.0,11.0,0.0,5.0,1.0,2.0,-1.0,,,,,4.0,0.0,Internet,,,,,,,32.0,55.0,-23.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,36.0,23.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Sep,18-20,18/9/18,24,,Opinium,,37.0,-2.0,39.0,1.0,9.0,2.0,8.0,2.0,2.0,-1.0,,,,,-2.0,-3.0,Internet,,,,30.0,48.0,-18.0,27.0,48.0,-21.0,18.0,34.0,-16.0,10.0,35.0,-25.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,33.0,23.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,21-22,21/9/18,23,,BMG,Huffington Post,38.0,1.0,38.0,0.0,10.0,-1.0,5.0,-2.0,4.0,-1.0,,,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,21-24,21/9/18,27,,ICM,Gu,41.0,-1.0,40.0,1.0,9.0,1.0,4.0,0.0,3.0,0.0,,,,,1.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,24-25,24/9/18,27,,YouGov,TT,42.0,2.0,36.0,0.0,11.0,0.0,4.0,-1.0,2.0,0.0,,,,,6.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,26-27,26/9/18,28,,ComRes,DE,39.0,,40.0,,9.0,,5.0,,2.0,,,,,,-1.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,26-28,26/9/18,30,,Opinium,Ob,39.0,2.0,36.0,-3.0,9.0,0.0,6.0,-2.0,3.0,1.0,,,,,3.0,5.0,Internet,,,,31.0,45.0,-14.0,29.0,47.0,-18.0,17.0,32.0,-15.0,10.0,36.0,-26.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,33.0,23.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Sep,28-29,28/9/18,30,,BMG,Huffington Post,35.0,-3.0,40.0,2.0,12.0,2.0,5.0,0.0,3.0,-1.0,,,,,-5.0,-5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,28-1,28/9/18,,,Sky,,,,,,,,,,,,,,,,,,Internet,,,,32.0,62.0,-30.0,27.0,64.0,-37.0,19.0,42.0,-23.0,,,,,,,,,,,,,Are you satisfied or disatisfied with the performance of X as Y?,,,,,,,,,,,,,,,,
,Sep,30-1,29/9/18,5,,YouGov,TT,42.0,0.0,36.0,0.0,9.0,-2.0,5.0,1.0,2.0,0.0,,,,,6.0,0.0,Internet,,,,33.0,56.0,-23.0,30.0,58.0,-28.0,20.0,47.0,-27.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,34.0,23.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Oct,3-4,3/10/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,33.0,55.0,-22.0,26.0,60.0,-34.0,,,,,,,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,,,,,,,,,,
,Oct,3-5,3/10/18,5,,BMG,Ind,38.0,3.0,39.0,-1.0,10.0,-2.0,4.0,-1.0,4.0,1.0,,,,,-1.0,4.0,Internet,,,,31.0,55.0,-24.0,26.0,54.0,-28.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,34.0,28.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Oct,3-5,3/10/18,7,,Opinium,Ob,39.0,0.0,39.0,3.0,7.0,-2.0,6.0,0.0,3.0,0.0,,,,,0.0,-3.0,Internet,,,,33.0,45.0,-12.0,29.0,49.0,-20.0,18.0,31.0,-13.0,11.0,34.0,-23.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,,,,,,,,,,,,,,,,
,Oct,8-9,8/10/18,11,,YouGov,TT,41.0,-1.0,37.0,1.0,9.0,0.0,4.0,-1.0,3.0,1.0,,,,,4.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,25.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Oct,10,10/10/18,19,,Survation,,40.0,2.0,39.0,2.0,7.0,-3.0,6.0,2.0,,,,,,,1.0,0.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,11-12,11/10/18,14,,Opinium,Ob,41.0,2.0,37.0,-2.0,8.0,1.0,6.0,0.0,3.0,0.0,,,,,4.0,4.0,Internet,,,,30.0,47.0,-17.0,28.0,48.0,-20.0,17.0,32.0,-15.0,8.0,37.0,-29.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,33.0,24.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Oct,11-15,11/10/18,20,,Kantar TNS,,41.0,1.0,36.0,1.0,10.0,0.0,3.0,-2.0,4.0,0.0,,,,,5.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,11-12,11/10/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,34.0,56.0,-22.0,29.0,58.0,-29.0,18.0,47.0,-29.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Oct,14-15,14/10/18,22,,YouGov,TT,41.0,0.0,36.0,-1.0,9.0,0.0,4.0,0.0,3.0,0.0,,,,,5.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,24.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Oct,19-22,19/10/18,24,,Ipsos MORI,ES,39.0,0.0,37.0,0.0,10.0,-3.0,5.0,3.0,5.0,0.0,,,,,2.0,0.0,Phone,,,,29.0,61.0,-32.0,28.0,59.0,-31.0,19.0,38.0,-19.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,22.0,70.0,-48.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Oct,20-2,20/10/18,9,,Survation,Renegade Productions,39.0,-1.0,40.0,1.0,8.0,1.0,3.0,-3.0,2.0,,,,,,-1.0,-2.0,Internet / 20k sample,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,22-23,22/10/18,25,,YouGov,TT,41.0,0.0,36.0,0.0,8.0,-1.0,4.0,0.0,4.0,1.0,,,,,5.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,24.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Oct,24-26,24/10/18,29,,Deltapoll,Mirror,43.0,6.0,40.0,0.0,6.0,-2.0,5.0,-1.0,2.0,-3.0,,,,,3.0,6.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,26-28,26/10/18,6,,ICM,Gu,40.0,-1.0,38.0,-2.0,9.0,0.0,5.0,1.0,3.0,0.0,,,,,2.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,29-30,29/10/18,31,,YouGov,TT,41.0,0.0,39.0,3.0,7.0,-1.0,5.0,0.0,2.0,-2.0,,,,,2.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,2-7,2/11/18,17,,Panelbase,Constitutional Commission,40.0,,40.0,,8.0,,5.0,,3.0,,,,,,0.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,4-5,4/11/18,12,,YouGov,TT,41.0,0.0,37.0,-2.0,8.0,1.0,4.0,-1.0,4.0,2.0,,,,,4.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,22.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Nov,6-9,6/11/18,18-Dec,,BMG,Ind,36.0,-2.0,37.0,-2.0,12.0,2.0,6.0,2.0,4.0,0.0,,,,,-1.0,0.0,Internet,,,,29.0,53.0,-24.0,27.0,50.0,-23.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,32.0,38.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Nov,8-11,8/11/18,15,,Kantar TNS,,40.0,-1.0,39.0,3.0,8.0,-2.0,3.0,0.0,3.0,-1.0,,,,,1.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,14-15,14/11/18,18,,ComRes,SM/SE,36.0,-3.0,40.0,0.0,9.0,0.0,7.0,2.0,3.0,1.0,,,,,-4.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,14-15,14/11/18,18,,Opinium,Ob,36.0,-5.0,39.0,2.0,7.0,-1.0,8.0,2.0,3.0,0.0,,,,,-3.0,-7.0,Internet,,,,29.0,49.0,-20.0,26.0,50.0,-24.0,19.0,30.0,-11.0,9.0,35.0,-26.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,30.0,23.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Nov,18-19,18/11/18,21,,YouGov,TT,39.0,-2.0,36.0,-1.0,8.0,0.0,6.0,2.0,4.0,0.0,,,,,3.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,22.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Nov,23-26,23/11/18,,,Sky,,,,,,,,,,,,,,,,,,Internet,,,,34.0,62.0,-28.0,28.0,63.0,-35.0,18.0,43.0,-25.0,,,,,,,,,,,,,Are you satisfied or disatisfied with the performance of X as Y?,,,,,,,,,,,,,,,,
,Nov,26-27,26/11/18,30,,YouGov,TT,40.0,1.0,35.0,-1.0,10.0,2.0,6.0,0.0,3.0,-1.0,,,,,5.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,23.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Nov,30-2,30/11/18,4,,ComRes,DE,37.0,1.0,39.0,-1.0,9.0,0.0,6.0,-1.0,3.0,0.0,,,,,-2.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,30-5,30/11/18,7,,Ipsos MORI,ES,38.0,-1.0,38.0,1.0,9.0,-1.0,4.0,-1.0,5.0,0.0,,,,,0.0,-2.0,Phone,,,,35.0,57.0,-22.0,27.0,59.0,-32.0,24.0,38.0,-14.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,24.0,69.0,-45.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Dec,3-4,3/12/18,5,,YouGov,TT,40.0,0.0,38.0,3.0,9.0,-1.0,4.0,-2.0,4.0,1.0,,,,,2.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,24.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Dec,4-7,4/12/18,18,,BMG,Ind,37.0,1.0,38.0,1.0,12.0,0.0,4.0,-2.0,4.0,0.0,,,,,-1.0,0.0,Internet,,,,32.0,57.0,-25.0,28.0,54.0,-26.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,30.0,29.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Dec,5-6,5/12/18,7,,Kantar TNS,,38.0,-2.0,38.0,-1.0,9.0,1.0,5.0,2.0,5.0,2.0,,,,,0.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,4-5,4/12/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,34.0,58.0,-24.0,28.0,62.0,-34.0,19.0,49.0,-30.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Dec,5-6,5/12/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,32.0,57.0,-25.0,26.0,61.0,-35.0,18.0,48.0,-30.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Dec,6-7,6/12/18,10,,YouGov,ST,38.0,-2.0,37.0,-1.0,10.0,1.0,3.0,-1.0,4.0,0.0,,,,,1.0,-1.0,Internet,,,,30.0,58.0,-28.0,24.0,61.0,-37.0,15.0,37.0,-22.0,,,,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,,,,,,,,,,
,Dec,9-10,9/12/18,,,YouGov,,39.0,1.0,38.0,1.0,9.0,-1.0,5.0,2.0,4.0,0.0,,,,,1.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,10-11,10/12/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,28.0,59.0,-31.0,26.0,61.0,-35.0,16.0,47.0,-31.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Dec,10-11,16/12/18,,,Populus,,38.0,,41.0,,7.0,,6.0,,4.0,,,,,,-3.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,12-14,12/12/18,,,YouGov,People's Vote,40.0,1.0,36.0,-2.0,10.0,1.0,4.0,-1.0,3.0,-1.0,,,,,4.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,13-14,13/12/18,16,,Opinium,Ob,38.0,2.0,39.0,0.0,8.0,1.0,6.0,-2.0,4.0,1.0,,,,,-1.0,2.0,Internet,,,,30.0,50.0,-20.0,26.0,50.0,-24.0,16.0,32.0,-16.0,10.0,42.0,-32.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,30.0,22.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Dec,14-15,14/12/18,,,YouGov,Hope not Hate,38.0,-2.0,35.0,-1.0,10.0,0.0,4.0,0.0,4.0,1.0,,,,,3.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,16-17,16/12/18,,,YouGov,,41.0,3.0,39.0,4.0,7.0,-3.0,4.0,0.0,3.0,-1.0,,,,,2.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,18-19,18/12/18,,,YouGov,ESRC,,,,,,,,,,,,,,,,,Internet,,,,33.0,56.0,-23.0,19.0,62.0,-43.0,,,,,,,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,,,,,,,,,,
,Dec,18-20,18/12/18,23,,Opinium,Ob,39.0,1.0,39.0,0.0,6.0,-2.0,6.0,0.0,4.0,0.0,,,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,21-4,21/12/18,,,YouGov,,40.0,-1.0,34.0,-5.0,10.0,3.0,4.0,0.0,4.0,1.0,,,,,6.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Jan,6-7,6/1/19,14,,YouGov,TT,41.0,1.0,35.0,1.0,11.0,1.0,4.0,0.0,3.0,-1.0,,,,,6.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,20.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jan,8-11,8/1/19,13,,BMG,Ind,36.0,-1.0,36.0,-2.0,12.0,0.0,6.0,2.0,5.0,1.0,,,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,10-11,9/1/19,12,,Survation,DM,38.0,-1.0,41.0,1.0,10.0,2.0,4.0,1.0,2.0,0.0,,,,,-3.0,-2.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,10-11,10/1/19,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,,,,25.0,64.0,-39.0,21.0,47.0,-26.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Jan,10-14,10/1/19,15,,Kantar TNS,,35.0,-3.0,38.0,0.0,9.0,0.0,6.0,1.0,4.0,-1.0,,,,,-3.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,10-17,10/1/19,19,,NCP,,41.0,,39.0,,8.0,,4.0,,2.0,,,,,,2.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,13-14,13/1/19,17,,YouGov,TT,39.0,-2.0,34.0,-1.0,11.0,0.0,6.0,2.0,4.0,1.0,,,,,5.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,20.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jan,14-15,14/1/19,17,,ComRes,DE,37.0,0.0,39.0,0.0,8.0,-1.0,7.0,1.0,3.0,0.0,,,,,-2.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,16-17,16/1/19,20,,ComRes,SM/SE,38.0,1.0,37.0,-2.0,10.0,2.0,6.0,-1.0,3.0,0.0,,,,,1.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,16-18,16/1/19,20,,Opinium,Ob,37.0,-2.0,40.0,1.0,7.0,1.0,7.0,1.0,4.0,0.0,,,,,-3.0,-3.0,Internet,,,,29.0,49.0,-20.0,24.0,54.0,-30.0,18.0,30.0,-12.0,10.0,38.0,-28.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,29.0,22.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Jan,16-18,16/1/19,20,,ICM,Gu,39.0,-1.0,40.0,2.0,9.0,0.0,5.0,0.0,3.0,0.0,,,,,-1.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,22-24,22/1/19,31,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,30.0,58.0,-28.0,22.0,67.0,-45.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Jan,30,30/1/19,31,,Survation,DM,38.0,0.0,39.0,-2.0,9.0,-1.0,4.0,0.0,2.0,0.0,,,,,-1.0,2.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
